AIRPORT_NAME,STATE,COUNTRY,MONTH_x,AIRPORT_SPIKE,COVID_MONTH,COVID_SPIKE
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2021-11,0,2021-12,3349725.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2021-11,548135,2021-12,38714794.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2021-11,0,2021-12,7510998.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2021-11,0,2021-12,458048.0
"Denver, CO: Denver International",COLORADO,USA,2021-11,193803,2021-12,11195582.0
"Des Moines, IA: Des Moines International",IOWA,USA,2021-11,0,2021-12,4779280.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2021-11,110911,2021-12,22162952.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2021-11,0,2021-12,1724394.0
"El Paso, TX: El Paso International",TEXAS,USA,2021-11,0,2021-12,6077465.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2021-11,0,2021-12,1423646.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2021-11,0,2021-12,2654460.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2021-11,0,2021-12,3168615.0
"Flint, MI: Bishop International",MICHIGAN,USA,2021-11,0,2021-12,7814337.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2021-11,1511,2021-12,11545479.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2021-11,18614,2021-12,7054142.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2021-11,0,2021-12,5221392.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2021-11,23205,2021-12,10049985.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2021-11,0,2021-12,2524828.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2021-11,0,2021-12,868828.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2021-11,0,2021-12,1677193.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2021-11,0,2021-12,8325509.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2021-11,0,2021-12,1162951.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2021-11,0,2021-12,8846046.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2021-11,9479,2021-12,153714.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2021-11,0,2021-12,13558777.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2021-11,0,2021-12,1120259.0
"Hays, KS: Hays Regional",KANSAS,USA,2021-11,0,2021-12,1170852.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2021-11,661021,2021-12,29622896.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2021-11,0,2021-12,5722590.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2021-11,0,2021-12,1667782.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2021-11,1558,2021-12,8560336.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2021-11,0,2021-12,4537541.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2021-11,0,2021-12,8321144.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2021-11,0,2021-12,2640251.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2021-11,0,2021-12,1499769.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2021-11,0,2021-12,173169.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2021-11,2411,2021-12,12313562.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2021-11,0,2021-12,1724146.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2021-11,0,2021-12,7530407.0
"Lafayette, IN: Purdue University",INDIANA,USA,2021-11,0,2021-12,4122203.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2021-11,0,2021-12,78048.0
"Laredo, TX: Laredo International",TEXAS,USA,2021-11,0,2021-12,2532785.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2021-11,111829,2021-12,11416167.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2021-11,0,2021-12,4476934.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2021-11,0,2021-12,6787575.0
"Longview, TX: East Texas Regional",TEXAS,USA,2021-11,0,2021-12,3960279.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2021-11,868562,2021-12,51404875.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2021-11,0,2021-12,10969408.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2021-11,0,2021-12,3275744.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2021-11,0,2021-12,3514232.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2021-11,0,2021-12,3318633.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2021-11,0,2021-12,11101538.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2021-11,147,2021-12,3259263.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2021-11,0,2021-12,12324148.0
"Miami, FL: Miami International",FLORIDA,USA,2021-11,1256477,2021-12,21863770.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2021-11,0,2021-12,3009945.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2021-11,396,2021-12,11707252.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2021-11,68046,2021-12,19890640.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2021-11,0,2021-12,1095700.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2021-11,0,2021-12,4039442.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2021-11,0,2021-12,4231173.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2021-11,0,2021-12,2644705.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2021-11,0,2021-12,7383222.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2021-11,0,2021-12,4700550.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2021-11,7284,2021-12,13179462.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2021-11,5063,2021-12,1467871.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2021-11,1362598,2021-12,62121654.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2021-11,737248,2021-12,22444879.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2021-11,0,2021-12,976426.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2021-11,0,2021-12,1910064.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2021-11,0,2021-12,868426.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2021-11,27379,2021-12,9061742.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2021-11,0,2021-12,8954094.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2021-11,0,2021-12,6068052.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2021-11,13573,2021-12,23443490.0
"Orlando, FL: Orlando International",FLORIDA,USA,2021-11,249392,2021-12,9565305.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2021-11,27574,2021-12,1163857.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2021-11,0,2021-12,1866954.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2021-11,0,2021-12,4002411.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2021-11,0,2021-12,7435225.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2021-11,113638,2021-12,21328924.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2021-11,142528,2021-12,31897930.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2021-11,6266,2021-12,18221701.0
"Portland, ME: Portland International Jetport",MAINE,USA,2021-11,0,2021-12,1151851.0
"Portland, OR: Portland International",OREGON,USA,2021-11,28055,2021-12,4156466.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2021-11,0,2021-12,19363635.0
"Provo, UT: Provo Municipal",UTAH,USA,2021-11,0,2021-12,5053487.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2021-11,0,2021-12,1881027.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2021-11,8341,2021-12,19470816.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2021-11,0,2021-12,1303828.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2021-11,3837,2021-12,3101941.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2021-11,0,2021-12,6228139.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2021-11,0,2021-12,5484345.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2021-11,0,2021-12,4328188.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2021-11,0,2021-12,5208608.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2021-11,25818,2021-12,14627758.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2021-11,59796,2021-12,11834034.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2021-11,0,2021-12,828500.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2021-11,53531,2021-12,13455727.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2021-11,30982,2021-12,12497362.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2021-11,418257,2021-12,4524888.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2021-11,41291,2021-12,9867927.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2021-11,1486,2021-12,5098770.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2021-11,0,2021-12,4002317.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2021-11,0,2021-12,3505527.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2021-11,0,2021-12,657424.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2021-11,0,2021-12,11084659.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2021-11,0,2021-12,810973.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2021-11,0,2021-12,4236004.0
"South Bend, IN: South Bend International",INDIANA,USA,2021-11,0,2021-12,7886755.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2021-11,0,2021-12,4994437.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2021-11,15827,2021-12,12135039.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2021-11,1255,2021-12,4261519.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2021-11,167,2021-12,7218728.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2021-11,0,2021-12,4802587.0
"Tampa, FL: Tampa International",FLORIDA,USA,2021-11,31333,2021-12,11770176.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2021-11,0,2021-12,5912116.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2021-11,0,2021-12,6562194.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2021-11,0,2021-12,2049002.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2021-11,0,2021-12,7682854.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2021-11,0,2021-12,1363759.0
"Waco, TX: Waco Regional",TEXAS,USA,2021-11,0,2021-12,1884932.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2021-11,12993,2021-12,10997004.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2021-11,653,2021-12,9883410.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2021-11,0,2021-12,2692364.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2021-11,0,2021-12,5133768.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2021-11,0,2021-12,4031077.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2021-11,0,2021-12,2048528.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2021-11,0,2021-12,2585917.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2021-12,0,2022-01,1304954.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2021-12,0,2022-01,12170086.0
"Albany, NY: Albany International",NEW YORK,USA,2021-12,0,2022-01,9565618.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2021-12,0,2022-01,7054349.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2021-12,0,2022-01,13472213.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2021-12,0,2022-01,3546107.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2021-12,638642,2022-01,11433739.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2021-12,990,2022-01,2444790.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2021-12,0,2022-01,5678027.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2021-12,43014,2022-01,11372617.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2021-12,73646,2022-01,9091385.0
"Bangor, ME: Bangor International",MAINE,USA,2021-12,0,2022-01,1011732.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2021-12,0,2022-01,126169.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2021-12,0,2022-01,1350019.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2021-12,0,2022-01,3694497.0
"Billings, MT: Billings Logan International",MONTANA,USA,2021-12,0,2022-01,1728419.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2021-12,0,2022-01,5338710.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2021-12,0,2022-01,1385962.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2021-12,0,2022-01,5135283.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2021-12,277301,2022-01,16858389.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2021-12,0,2022-01,1345684.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2021-12,0,2022-01,8750675.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2021-12,0,2022-01,2480115.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2021-12,0,2022-01,6227692.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2021-12,973,2022-01,4927557.0
"Burlington, VT: Burlington International",VERMONT,USA,2021-12,0,2022-01,1780077.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2021-12,0,2022-01,7730387.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2021-12,0,2022-01,1181815.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2021-12,0,2022-01,3395103.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2021-12,193,2022-01,5638733.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2021-12,200929,2022-01,29981374.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2021-12,0,2022-01,4999328.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2021-12,0,2022-01,2561524.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2021-12,50628,2022-01,48788163.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2021-12,3042,2022-01,9297775.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2021-12,9279,2022-01,11778897.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2021-12,0,2022-01,3916724.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2021-12,0,2022-01,282572.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2021-12,0,2022-01,7448090.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2021-12,0,2022-01,4447288.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2021-12,851,2022-01,13856438.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2021-12,0,2022-01,3856795.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2021-12,657643,2022-01,46637053.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2021-12,0,2022-01,9377129.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2021-12,0,2022-01,555782.0
"Denver, CO: Denver International",COLORADO,USA,2021-12,227527,2022-01,14755358.0
"Des Moines, IA: Des Moines International",IOWA,USA,2021-12,0,2022-01,5537456.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2021-12,129608,2022-01,28920101.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2021-12,255,2022-01,1977426.0
"El Paso, TX: El Paso International",TEXAS,USA,2021-12,0,2022-01,6672728.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2021-12,0,2022-01,1727377.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2021-12,0,2022-01,3776724.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2021-12,0,2022-01,3701961.0
"Flint, MI: Bishop International",MICHIGAN,USA,2021-12,0,2022-01,9566795.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2021-12,1483,2022-01,16062790.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2021-12,23890,2022-01,8547143.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2021-12,0,2022-01,6156947.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2021-12,28751,2022-01,12205135.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2021-12,0,2022-01,3114641.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2021-12,0,2022-01,1008780.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2021-12,0,2022-01,2015229.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2021-12,0,2022-01,9926842.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2021-12,0,2022-01,1265437.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2021-12,0,2022-01,10908571.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2021-12,8027,2022-01,173276.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2021-12,40,2022-01,17074107.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2021-12,0,2022-01,1431833.0
"Hays, KS: Hays Regional",KANSAS,USA,2021-12,0,2022-01,1371654.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2021-12,744043,2022-01,39801109.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2021-12,0,2022-01,6939587.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2021-12,0,2022-01,1959720.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2021-12,2188,2022-01,10724541.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2021-12,0,2022-01,5654663.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2021-12,0,2022-01,10230060.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2021-12,0,2022-01,3219467.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2021-12,0,2022-01,1668176.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2021-12,0,2022-01,174405.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2021-12,4430,2022-01,15675013.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2021-12,0,2022-01,2161729.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2021-12,0,2022-01,8652963.0
"Lafayette, IN: Purdue University",INDIANA,USA,2021-12,0,2022-01,5424452.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2021-12,0,2022-01,91490.0
"Laredo, TX: Laredo International",TEXAS,USA,2021-12,0,2022-01,3137142.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2021-12,120874,2022-01,13806792.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2021-12,0,2022-01,5473410.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2021-12,0,2022-01,8516917.0
"Longview, TX: East Texas Regional",TEXAS,USA,2021-12,0,2022-01,4341643.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2021-12,1035755,2022-01,73993905.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2021-12,0,2022-01,13808143.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2021-12,0,2022-01,3771107.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2021-12,52,2022-01,4669575.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2021-12,0,2022-01,4356180.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2021-12,0,2022-01,13785038.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2021-12,75,2022-01,4098320.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2021-12,0,2022-01,15285901.0
"Miami, FL: Miami International",FLORIDA,USA,2021-12,1618497,2022-01,31329554.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2021-12,0,2022-01,3453049.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2021-12,1848,2022-01,15335322.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2021-12,120645,2022-01,23939433.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2021-12,0,2022-01,1263758.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2021-12,704,2022-01,4991579.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2021-12,0,2022-01,5159366.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2021-12,0,2022-01,3164123.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2021-12,0,2022-01,9121340.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2021-12,0,2022-01,5712616.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2021-12,6987,2022-01,15555283.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2021-12,7861,2022-01,1744262.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2021-12,1677245,2022-01,95649175.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2021-12,811248,2022-01,32955478.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2021-12,0,2022-01,1287016.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2021-12,0,2022-01,2341936.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2021-12,0,2022-01,972195.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2021-12,32265,2022-01,13039360.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2021-12,0,2022-01,10694261.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2021-12,0,2022-01,7378890.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2021-12,16521,2022-01,30108744.0
"Orlando, FL: Orlando International",FLORIDA,USA,2021-12,376662,2022-01,12554447.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2021-12,24050,2022-01,1399640.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2021-12,0,2022-01,2220449.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2021-12,0,2022-01,4716938.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2021-12,0,2022-01,10052361.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2021-12,135215,2022-01,28903527.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2021-12,161531,2022-01,38826538.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2021-12,3892,2022-01,23380723.0
"Portland, ME: Portland International Jetport",MAINE,USA,2021-12,0,2022-01,1352924.0
"Portland, OR: Portland International",OREGON,USA,2021-12,29719,2022-01,5469084.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2021-12,0,2022-01,26504820.0
"Provo, UT: Provo Municipal",UTAH,USA,2021-12,0,2022-01,6043589.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2021-12,0,2022-01,2232152.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2021-12,7092,2022-01,25981426.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2021-12,0,2022-01,1492165.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2021-12,5797,2022-01,3653720.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2021-12,133,2022-01,8086597.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2021-12,0,2022-01,6664846.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2021-12,0,2022-01,5487167.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2021-12,0,2022-01,6839608.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2021-12,28870,2022-01,18631332.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2021-12,62978,2022-01,14852185.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2021-12,0,2022-01,1025468.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2021-12,60570,2022-01,16912539.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2021-12,33818,2022-01,18350982.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2021-12,514450,2022-01,6849559.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2021-12,47097,2022-01,13477065.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2021-12,4765,2022-01,6347023.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2021-12,0,2022-01,4841530.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2021-12,0,2022-01,4264367.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2021-12,0,2022-01,737087.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2021-12,0,2022-01,15897725.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2021-12,0,2022-01,957248.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2021-12,0,2022-01,4897574.0
"South Bend, IN: South Bend International",INDIANA,USA,2021-12,0,2022-01,9508611.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2021-12,0,2022-01,5707823.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2021-12,22581,2022-01,15406448.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2021-12,1561,2022-01,5224673.0
